Year,race,sex,Arrest type,Juvenile indicator,Total Arrests,Population,"Arrests per 100,000"
1998,Hispanic,Both Combined,Felony - Property,0,35761,6494440.426,550.6402
1999,Hispanic,Both Combined,Felony - Property,0,30800,6700288.211,459.6817
2000,Hispanic,Both Combined,Felony - Property,0,32523,6906136,470.929
2001,Hispanic,Both Combined,Felony - Property,0,36087,7094148,508.6869
2002,Hispanic,Both Combined,Felony - Property,0,39323,7456387,527.3734
2003,Hispanic,Both Combined,Felony - Property,0,44021,7668459,574.0527
2004,Hispanic,Both Combined,Felony - Property,0,47315,7813159,605.5809
2005,Hispanic,Both Combined,Felony - Property,0,48329,7979937,605.6313
2006,Hispanic,Both Combined,Felony - Property,0,47181,8482177,556.2369
2007,Hispanic,Both Combined,Felony - Property,0,46409,8640425,537.1148
2008,Hispanic,Both Combined,Felony - Property,0,43927,8806071,498.8263
2009,Hispanic,Both Combined,Felony - Property,0,39956,8945234,446.6736
2010,Hispanic,Both Combined,Felony - Property,0,37873,9314825,406.5884
2011,Hispanic,Both Combined,Felony - Property,0,33167,9571664,346.5124
2012,Hispanic,Both Combined,Felony - Property,0,34881,9752076,357.6777
2013,Hispanic,Both Combined,Felony - Property,0,35169,9955558,353.2599
1980,Hispanic,Both Combined,Felony - Violent/Sex,0,20292,2748700,738.2399
1981,Hispanic,Both Combined,Felony - Violent/Sex,0,20399,2958595.82,689.4825
1982,Hispanic,Both Combined,Felony - Violent/Sex,0,19446,3168491.586,613.7305
1983,Hispanic,Both Combined,Felony - Violent/Sex,0,18243,3378387.414,539.9913
1984,Hispanic,Both Combined,Felony - Violent/Sex,0,19920,3588283.197,555.1401
1985,Hispanic,Both Combined,Felony - Violent/Sex,0,20057,3798179,528.0688
1986,Hispanic,Both Combined,Felony - Violent/Sex,0,27728,4008074.836,691.8035
1987,Hispanic,Both Combined,Felony - Violent/Sex,0,30013,4217970.609,711.5507
1988,Hispanic,Both Combined,Felony - Violent/Sex,0,33355,4427866.398,753.2974
1989,Hispanic,Both Combined,Felony - Violent/Sex,0,40437,4637762.18,871.9076
1990,Hispanic,Both Combined,Felony - Violent/Sex,0,47005,4847658,969.6435
1991,Hispanic,Both Combined,Felony - Violent/Sex,0,47871,5053505.793,947.283
1992,Hispanic,Both Combined,Felony - Violent/Sex,0,50838,5259353.602,966.6207
1993,Hispanic,Both Combined,Felony - Violent/Sex,0,50508,5465201.402,924.1746
1994,Hispanic,Both Combined,Felony - Violent/Sex,0,52144,5671049.199,919.4771
1995,Hispanic,Both Combined,Felony - Violent/Sex,0,53658,5876897,913.0328
1996,Hispanic,Both Combined,Felony - Violent/Sex,0,53321,6082744.793,876.5944
1997,Hispanic,Both Combined,Felony - Violent/Sex,0,54473,6288592.582,866.2192
1998,Hispanic,Both Combined,Felony - Violent/Sex,0,51286,6494440.426,789.6908
1999,Hispanic,Both Combined,Felony - Violent/Sex,0,49670,6700288.211,741.3114
2000,Hispanic,Both Combined,Felony - Violent/Sex,0,49487,6906136,716.5657
2001,Hispanic,Both Combined,Felony - Violent/Sex,0,52119,7094148,734.676
2002,Hispanic,Both Combined,Felony - Violent/Sex,0,51005,7456387,684.0444
2003,Hispanic,Both Combined,Felony - Violent/Sex,0,51114,7668459,666.5485
2004,Hispanic,Both Combined,Felony - Violent/Sex,0,49685,7813159,635.9144
2005,Hispanic,Both Combined,Felony - Violent/Sex,0,48929,7979937,613.1502
2006,Hispanic,Both Combined,Felony - Violent/Sex,0,49395,8482177,582.3387
2007,Hispanic,Both Combined,Felony - Violent/Sex,0,50405,8640425,583.3625
2008,Hispanic,Both Combined,Felony - Violent/Sex,0,50447,8806071,572.8661
2009,Hispanic,Both Combined,Felony - Violent/Sex,0,48804,8945234,545.5866
2010,Hispanic,Both Combined,Felony - Violent/Sex,0,46211,9314825,496.1017
2011,Hispanic,Both Combined,Felony - Violent/Sex,0,43819,9571664,457.7992
2012,Hispanic,Both Combined,Felony - Violent/Sex,0,42975,9752076,440.6754
2013,Hispanic,Both Combined,Felony - Violent/Sex,0,41408,9955558,415.9285
1980,Hispanic,Both Combined,Misdemeanor,0,289913,2748700,10547.28
1981,Hispanic,Both Combined,Misdemeanor,0,322327,2958595.82,10894.59
1982,Hispanic,Both Combined,Misdemeanor,0,320855,3168491.586,10126.43
1983,Hispanic,Both Combined,Misdemeanor,0,333644,3378387.414,9875.836
1984,Hispanic,Both Combined,Misdemeanor,0,351386,3588283.197,9792.594
1985,Hispanic,Both Combined,Misdemeanor,0,396389,3798179,10436.29
1986,Hispanic,Both Combined,Misdemeanor,0,421977,4008074.836,10528.17
1987,Hispanic,Both Combined,Misdemeanor,0,442215,4217970.609,10484.07
1988,Hispanic,Both Combined,Misdemeanor,0,474113,4427866.398,10707.48
1989,Hispanic,Both Combined,Misdemeanor,0,525083,4637762.18,11321.9
1990,Hispanic,Both Combined,Misdemeanor,0,547390,4847658,11291.84
1991,Hispanic,Both Combined,Misdemeanor,0,503430,5053505.793,9961.995
1992,Hispanic,Both Combined,Misdemeanor,0,481053,5259353.602,9146.618
1993,Hispanic,Both Combined,Misdemeanor,0,451839,5465201.402,8267.563
1994,Hispanic,Both Combined,Misdemeanor,0,431643,5671049.199,7611.343
1995,Hispanic,Both Combined,Misdemeanor,0,418442,5876897,7120.118
1996,Hispanic,Both Combined,Misdemeanor,0,434257,6082744.793,7139.162
1997,Hispanic,Both Combined,Misdemeanor,0,427663,6288592.582,6800.615
1998,Hispanic,Both Combined,Misdemeanor,0,422457,6494440.426,6504.902
1999,Hispanic,Both Combined,Misdemeanor,0,403454,6700288.211,6021.442
2000,Hispanic,Both Combined,Misdemeanor,0,389496,6906136,5639.854
2001,Hispanic,Both Combined,Misdemeanor,0,382650,7094148,5393.882
2002,Hispanic,Both Combined,Misdemeanor,0,392594,7456387,5265.204
2003,Hispanic,Both Combined,Misdemeanor,0,412558,7668459,5379.934
2004,Hispanic,Both Combined,Misdemeanor,0,435778,7813159,5577.488
2005,Hispanic,Both Combined,Misdemeanor,0,452943,7979937,5676.022
2006,Hispanic,Both Combined,Misdemeanor,0,473804,8482177,5585.877
2007,Hispanic,Both Combined,Misdemeanor,0,483546,8640425,5596.322
2008,Hispanic,Both Combined,Misdemeanor,0,505295,8806071,5738.03
2009,Hispanic,Both Combined,Misdemeanor,0,488956,8945234,5466.106
2010,Hispanic,Both Combined,Misdemeanor,0,449447,9314825,4825.072
2011,Hispanic,Both Combined,Misdemeanor,0,393919,9571664,4115.47
2012,Hispanic,Both Combined,Misdemeanor,0,378197,9752076,3878.118
2013,Hispanic,Both Combined,Misdemeanor,0,364780,9955558,3664.084
1980,Hispanic,Both Combined,Status,0,0,2748700,0
1981,Hispanic,Both Combined,Status,0,0,2958595.82,0
1982,Hispanic,Both Combined,Status,0,0,3168491.586,0
1983,Hispanic,Both Combined,Status,0,0,3378387.414,0
1984,Hispanic,Both Combined,Status,0,0,3588283.197,0
1985,Hispanic,Both Combined,Status,0,0,3798179,0
1986,Hispanic,Both Combined,Status,0,0,4008074.836,0
1987,Hispanic,Both Combined,Status,0,0,4217970.609,0
1988,Hispanic,Both Combined,Status,0,0,4427866.398,0
1989,Hispanic,Both Combined,Status,0,0,4637762.18,0
1990,Hispanic,Both Combined,Status,0,0,4847658,0
1991,Hispanic,Both Combined,Status,0,0,5053505.793,0
1992,Hispanic,Both Combined,Status,0,0,5259353.602,0
1993,Hispanic,Both Combined,Status,0,0,5465201.402,0
1994,Hispanic,Both Combined,Status,0,0,5671049.199,0
1995,Hispanic,Both Combined,Status,0,0,5876897,0
1996,Hispanic,Both Combined,Status,0,0,6082744.793,0
1997,Hispanic,Both Combined,Status,0,0,6288592.582,0
1998,Hispanic,Both Combined,Status,0,0,6494440.426,0
1999,Hispanic,Both Combined,Status,0,0,6700288.211,0
2000,Hispanic,Both Combined,Status,0,0,6906136,0
2001,Hispanic,Both Combined,Status,0,0,7094148,0
2002,Hispanic,Both Combined,Status,0,0,7456387,0
2003,Hispanic,Both Combined,Status,0,0,7668459,0
2004,Hispanic,Both Combined,Status,0,0,7813159,0
2005,Hispanic,Both Combined,Status,0,0,7979937,0
2006,Hispanic,Both Combined,Status,0,0,8482177,0
2007,Hispanic,Both Combined,Status,0,0,8640425,0
2008,Hispanic,Both Combined,Status,0,0,8806071,0
2009,Hispanic,Both Combined,Status,0,0,8945234,0
2010,Hispanic,Both Combined,Status,0,0,9314825,0
2011,Hispanic,Both Combined,Status,0,0,9571664,0
2012,Hispanic,Both Combined,Status,0,0,9752076,0
2013,Hispanic,Both Combined,Status,0,0,9955558,0
1980,Hispanic,Female,All Combined,0,29415,1369840,2147.331
1981,Hispanic,Female,All Combined,0,33384,1464868.005,2278.977
1982,Hispanic,Female,All Combined,0,36723,1559896.021,2354.195
1983,Hispanic,Female,All Combined,0,39555,1654923.979,2390.14
1984,Hispanic,Female,All Combined,0,42376,1749951.994,2421.552
1985,Hispanic,Female,All Combined,0,48974,1844980,2654.446
1986,Hispanic,Female,All Combined,0,53647,1940007.998,2765.298
1987,Hispanic,Female,All Combined,0,56534,2035036.027,2778.034
1988,Hispanic,Female,All Combined,0,59377,2130063.973,2787.569
1989,Hispanic,Female,All Combined,0,66515,2225092.027,2989.314
1990,Hispanic,Female,All Combined,0,70002,2320120,3017.172
1991,Hispanic,Female,All Combined,0,66849,2427198.504,2754.163
1992,Hispanic,Female,All Combined,0,67722,2534276.982,2672.241
1993,Hispanic,Female,All Combined,0,66379,2641355.521,2513.066
1994,Hispanic,Female,All Combined,0,67747,2748433.996,2464.931
1995,Hispanic,Female,All Combined,0,67577,2855512.5,2366.545
1996,Hispanic,Female,All Combined,0,70371,2962591.004,2375.319
1997,Hispanic,Female,All Combined,0,75328,3069669.467,2453.945
1998,Hispanic,Female,All Combined,0,74622,3176748.031,2349.006
1999,Hispanic,Female,All Combined,0,71086,3283826.496,2164.731
2000,Hispanic,Female,All Combined,0,71695,3390905,2114.332
2001,Hispanic,Female,All Combined,0,74652,3504271,2130.315
2002,Hispanic,Female,All Combined,0,79884,3670319,2176.487
2003,Hispanic,Female,All Combined,0,86670,3771005,2298.326
2004,Hispanic,Female,All Combined,0,94517,3844313,2458.619
2005,Hispanic,Female,All Combined,0,99870,3909085,2554.818
2006,Hispanic,Female,All Combined,0,103301,4106674,2515.442
2007,Hispanic,Female,All Combined,0,107203,4178867,2565.36
2008,Hispanic,Female,All Combined,0,113577,4267202,2661.627
2009,Hispanic,Female,All Combined,0,116391,4328932,2688.677
2010,Hispanic,Female,All Combined,0,115156,4632350,2485.909
2011,Hispanic,Female,All Combined,0,108148,4756834,2273.529
2012,Hispanic,Female,All Combined,0,108184,4849938,2230.626
2013,Hispanic,Female,All Combined,0,109056,4950512,2202.924
1980,Hispanic,Female,Felony - Drug,0,1427,1369840,104.1728
1981,Hispanic,Female,Felony - Drug,0,1593,1464868.005,108.747
1982,Hispanic,Female,Felony - Drug,0,1837,1559896.021,117.7643
1983,Hispanic,Female,Felony - Drug,0,2670,1654923.979,161.3367
1984,Hispanic,Female,Felony - Drug,0,3156,1749951.994,180.3478
1985,Hispanic,Female,Felony - Drug,0,3669,1844980,198.8639
1986,Hispanic,Female,Felony - Drug,0,4323,1940007.998,222.8341
1987,Hispanic,Female,Felony - Drug,0,4447,2035036.027,218.5219
1988,Hispanic,Female,Felony - Drug,0,4853,2130063.973,227.8335
1989,Hispanic,Female,Felony - Drug,0,5320,2225092.027,239.0912
1990,Hispanic,Female,Felony - Drug,0,4650,2320120,200.4207
1991,Hispanic,Female,Felony - Drug,0,4008,2427198.504,165.1286
1992,Hispanic,Female,Felony - Drug,0,4503,2534276.982,177.6838
1993,Hispanic,Female,Felony - Drug,0,4453,2641355.521,168.5877
1994,Hispanic,Female,Felony - Drug,0,5162,2748433.996,187.816
1995,Hispanic,Female,Felony - Drug,0,5197,2855512.5,181.9989
1996,Hispanic,Female,Felony - Drug,0,5137,2962591.004,173.3955
1997,Hispanic,Female,Felony - Drug,0,5786,3069669.467,188.4893
1998,Hispanic,Female,Felony - Drug,0,5520,3176748.031,173.7626
1999,Hispanic,Female,Felony - Drug,0,5286,3283826.496,160.9707
2000,Hispanic,Female,Felony - Drug,0,5648,3390905,166.5632
2001,Hispanic,Female,Felony - Drug,0,5749,3504271,164.0569
2002,Hispanic,Female,Felony - Drug,0,6058,3670319,165.0538
2003,Hispanic,Female,Felony - Drug,0,6628,3771005,175.7622
2004,Hispanic,Female,Felony - Drug,0,7453,3844313,193.8708
2005,Hispanic,Female,Felony - Drug,0,7911,3909085,202.3747
2006,Hispanic,Female,Felony - Drug,0,7997,4106674,194.7318
2007,Hispanic,Female,Felony - Drug,0,7395,4178867,176.9618
2008,Hispanic,Female,Felony - Drug,0,6520,4267202,152.7933
2009,Hispanic,Female,Felony - Drug,0,6346,4328932,146.595
2010,Hispanic,Female,Felony - Drug,0,6997,4632350,151.0464
2011,Hispanic,Female,Felony - Drug,0,6891,4756834,144.8653
2012,Hispanic,Female,Felony - Drug,0,7576,4849938,156.2082
2013,Hispanic,Female,Felony - Drug,0,8922,4950512,180.2238
1980,Hispanic,Female,Felony - Other,0,844,1369840,61.61303
1981,Hispanic,Female,Felony - Other,0,916,1464868.005,62.53123
1982,Hispanic,Female,Felony - Other,0,1179,1559896.021,75.58196
1983,Hispanic,Female,Felony - Other,0,1045,1654923.979,63.14489
1984,Hispanic,Female,Felony - Other,0,1196,1749951.994,68.34473
1985,Hispanic,Female,Felony - Other,0,1203,1844980,65.20396
1986,Hispanic,Female,Felony - Other,0,1360,1940007.998,70.10281
1987,Hispanic,Female,Felony - Other,0,1395,2035036.027,68.54916
1988,Hispanic,Female,Felony - Other,0,1613,2130063.973,75.72543
1989,Hispanic,Female,Felony - Other,0,1847,2225092.027,83.0078
1990,Hispanic,Female,Felony - Other,0,2110,2320120,90.94357
1991,Hispanic,Female,Felony - Other,0,2040,2427198.504,84.04752
1992,Hispanic,Female,Felony - Other,0,2212,2534276.982,87.28328
1993,Hispanic,Female,Felony - Other,0,2341,2641355.521,88.62874
1994,Hispanic,Female,Felony - Other,0,2532,2748433.996,92.12519
1995,Hispanic,Female,Felony - Other,0,2900,2855512.5,101.558
1996,Hispanic,Female,Felony - Other,0,2956,2962591.004,99.77753
1997,Hispanic,Female,Felony - Other,0,3407,3069669.467,110.9892
1998,Hispanic,Female,Felony - Other,0,3830,3176748.031,120.5635
1999,Hispanic,Female,Felony - Other,0,3622,3283826.496,110.2982
2000,Hispanic,Female,Felony - Other,0,4110,3390905,121.2066
2001,Hispanic,Female,Felony - Other,0,4617,3504271,131.7535
2002,Hispanic,Female,Felony - Other,0,5038,3670319,137.2633
2003,Hispanic,Female,Felony - Other,0,5562,3771005,147.4938
2004,Hispanic,Female,Felony - Other,0,5904,3844313,153.5775
2005,Hispanic,Female,Felony - Other,0,6725,3909085,172.0351
2006,Hispanic,Female,Felony - Other,0,7227,4106674,175.9818
2007,Hispanic,Female,Felony - Other,0,7700,4178867,184.2605
2008,Hispanic,Female,Felony - Other,0,7548,4267202,176.8841
2009,Hispanic,Female,Felony - Other,0,7031,4328932,162.4188
2010,Hispanic,Female,Felony - Other,0,6240,4632350,134.7048
2011,Hispanic,Female,Felony - Other,0,6312,4756834,132.6933
2012,Hispanic,Female,Felony - Other,0,7010,4849938,144.5379
2013,Hispanic,Female,Felony - Other,0,7817,4950512,157.9029
1980,Hispanic,Female,Felony - Property,0,2930,1369840,213.8936
1981,Hispanic,Female,Felony - Property,0,3548,1464868.005,242.2061
1982,Hispanic,Female,Felony - Property,0,4123,1559896.021,264.3125
1983,Hispanic,Female,Felony - Property,0,4144,1654923.979,250.4043
1984,Hispanic,Female,Felony - Property,0,4418,1749951.994,252.4641
1985,Hispanic,Female,Felony - Property,0,4785,1844980,259.3524
1986,Hispanic,Female,Felony - Property,0,5223,1940007.998,269.2257
1987,Hispanic,Female,Felony - Property,0,5093,2035036.027,250.2658
1988,Hispanic,Female,Felony - Property,0,5313,2130063.973,249.4291
1989,Hispanic,Female,Felony - Property,0,6093,2225092.027,273.8314
1990,Hispanic,Female,Felony - Property,0,6191,2320120,266.8397
1991,Hispanic,Female,Felony - Property,0,6010,2427198.504,247.6106
1992,Hispanic,Female,Felony - Property,0,6661,2534276.982,262.8363
1993,Hispanic,Female,Felony - Property,0,6483,2641355.521,245.4422
1994,Hispanic,Female,Felony - Property,0,6689,2748433.996,243.375
1995,Hispanic,Female,Felony - Property,0,6676,2855512.5,233.7934
1996,Hispanic,Female,Felony - Property,0,6413,2962591.004,216.4659
1997,Hispanic,Female,Felony - Property,0,7055,3069669.467,229.8293
1998,Hispanic,Female,Felony - Property,0,6658,3176748.031,209.5854
1999,Hispanic,Female,Felony - Property,0,6075,3283826.496,184.9976
2000,Hispanic,Female,Felony - Property,0,6541,3390905,192.8984
2001,Hispanic,Female,Felony - Property,0,7514,3504271,214.4241
2002,Hispanic,Female,Felony - Property,0,8310,3670319,226.4108
2003,Hispanic,Female,Felony - Property,0,9388,3771005,248.9522
2004,Hispanic,Female,Felony - Property,0,10463,3844313,272.1683
2005,Hispanic,Female,Felony - Property,0,10968,3909085,280.5772
2006,Hispanic,Female,Felony - Property,0,10717,4106674,260.9655
2007,Hispanic,Female,Felony - Property,0,11096,4178867,265.5265
2008,Hispanic,Female,Felony - Property,0,10816,4267202,253.4682
2009,Hispanic,Female,Felony - Property,0,10327,4328932,238.5577
2010,Hispanic,Female,Felony - Property,0,10232,4632350,220.8814
2011,Hispanic,Female,Felony - Property,0,8529,4756834,179.2999
2012,Hispanic,Female,Felony - Property,0,8590,4849938,177.1157
2013,Hispanic,Female,Felony - Property,0,8797,4950512,177.6988
1980,Hispanic,Female,Felony - Violent/Sex,0,1215,1369840,88.69649
1981,Hispanic,Female,Felony - Violent/Sex,0,1356,1464868.005,92.56807
1982,Hispanic,Female,Felony - Violent/Sex,0,1222,1559896.021,78.33855
1983,Hispanic,Female,Felony - Violent/Sex,0,1221,1654923.979,73.77982
1984,Hispanic,Female,Felony - Violent/Sex,0,1407,1749951.994,80.40221
1985,Hispanic,Female,Felony - Violent/Sex,0,1352,1844980,73.27993
1986,Hispanic,Female,Felony - Violent/Sex,0,1815,1940007.998,93.55631
1987,Hispanic,Female,Felony - Violent/Sex,0,1962,2035036.027,96.41107
1988,Hispanic,Female,Felony - Violent/Sex,0,2145,2130063.973,100.7012
1989,Hispanic,Female,Felony - Violent/Sex,0,2468,2225092.027,110.9168
1990,Hispanic,Female,Felony - Violent/Sex,0,2900,2320120,124.9935
1991,Hispanic,Female,Felony - Violent/Sex,0,3004,2427198.504,123.7641
1992,Hispanic,Female,Felony - Violent/Sex,0,3343,2534276.982,131.9114
1993,Hispanic,Female,Felony - Violent/Sex,0,3547,2641355.521,134.2871
1994,Hispanic,Female,Felony - Violent/Sex,0,4072,2748433.996,148.1571
1995,Hispanic,Female,Felony - Violent/Sex,0,4611,2855512.5,161.4771
1996,Hispanic,Female,Felony - Violent/Sex,0,4991,2962591.004,168.4674
1997,Hispanic,Female,Felony - Violent/Sex,0,5626,3069669.467,183.2771
1998,Hispanic,Female,Felony - Violent/Sex,0,5585,3176748.031,175.8087
1999,Hispanic,Female,Felony - Violent/Sex,0,5594,3283826.496,170.3501
2000,Hispanic,Female,Felony - Violent/Sex,0,5937,3390905,175.086
2001,Hispanic,Female,Felony - Violent/Sex,0,6310,3504271,180.066
2002,Hispanic,Female,Felony - Violent/Sex,0,6356,3670319,173.173
2003,Hispanic,Female,Felony - Violent/Sex,0,6537,3771005,173.349
2004,Hispanic,Female,Felony - Violent/Sex,0,6396,3844313,166.3756
2005,Hispanic,Female,Felony - Violent/Sex,0,6347,3909085,162.3654
2006,Hispanic,Female,Felony - Violent/Sex,0,6346,4106674,154.5289
2007,Hispanic,Female,Felony - Violent/Sex,0,6931,4178867,165.8584
2008,Hispanic,Female,Felony - Violent/Sex,0,7050,4267202,165.2136
2009,Hispanic,Female,Felony - Violent/Sex,0,7134,4328932,164.7982
2010,Hispanic,Female,Felony - Violent/Sex,0,7261,4632350,156.7455
2011,Hispanic,Female,Felony - Violent/Sex,0,7015,4756834,147.472
2012,Hispanic,Female,Felony - Violent/Sex,0,6989,4849938,144.1049
2013,Hispanic,Female,Felony - Violent/Sex,0,6997,4950512,141.3389
1980,Hispanic,Female,Misdemeanor,0,22999,1369840,1678.955
1981,Hispanic,Female,Misdemeanor,0,25971,1464868.005,1772.924
1982,Hispanic,Female,Misdemeanor,0,28362,1559896.021,1818.198
1983,Hispanic,Female,Misdemeanor,0,30475,1654923.979,1841.474
1984,Hispanic,Female,Misdemeanor,0,32199,1749951.994,1839.993
1985,Hispanic,Female,Misdemeanor,0,37965,1844980,2057.746
1986,Hispanic,Female,Misdemeanor,0,40926,1940007.998,2109.579
1987,Hispanic,Female,Misdemeanor,0,43637,2035036.027,2144.286
1988,Hispanic,Female,Misdemeanor,0,45453,2130063.973,2133.88
1989,Hispanic,Female,Misdemeanor,0,50787,2225092.027,2282.467
